Region,Ad,Subject,Y
NE,1,382,0
NE,1,383,0
NE,1,384,1
NE,1,385,1
NE,1,386,1
NE,1,387,0
NE,1,388,1
NE,1,389,1
NE,1,390,0
NE,1,391,0
NE,1,392,1
NE,1,393,0
NE,1,394,0
NE,1,395,0
NE,1,396,0
NE,1,397,0
NE,1,398,0
NE,1,399,0
NE,1,400,0
NE,1,401,1
NE,1,402,0
NE,1,403,0
NE,1,404,1
NE,1,405,1
NE,1,406,1
NE,1,407,0
NE,1,408,1
NE,1,409,0
NE,1,410,0
NE,1,411,1
NE,1,412,0
NE,1,413,0
NE,1,414,0
NE,1,415,0
NE,1,416,0
NE,1,417,0
NE,1,418,0
NE,1,419,0
NE,1,420,0
NE,1,421,0
NE,1,422,0
NE,1,423,0
NE,1,424,0
NE,1,425,0
NE,1,426,0
NE,1,427,0
NE,1,428,0
NE,1,429,1
NE,1,430,1
NE,1,431,1
NE,1,432,1
NE,1,433,0
NE,1,434,1
NE,1,435,0
NE,1,436,0
NE,1,437,1
NE,1,438,0
NE,1,439,0
NE,1,440,0
NE,1,441,0
NE,1,442,0
NE,1,443,1
NE,1,444,0
NE,1,445,1
NE,1,446,0
NE,1,447,0
NE,1,448,0
NE,1,449,0
NE,1,450,1
NE,1,451,0
NE,1,452,0
NE,1,453,1
NE,1,454,1
NE,1,455,0
NE,1,456,0
NE,1,457,0
NE,1,458,1
NE,1,459,0
NE,1,460,0
NE,1,461,0
NE,1,462,1
NE,1,463,0
NE,1,464,0
NE,1,465,1
NE,1,466,1
NE,1,467,0
NE,1,468,0
NE,1,469,1
NE,1,470,1
NE,1,471,0
NE,1,472,0
NE,1,473,0
NE,1,474,0
NE,1,475,0
NE,1,476,0
NE,1,477,0
NE,1,478,0
NE,1,479,0
NE,1,480,0
NE,1,481,1
NE,1,482,0
NE,1,483,1
NE,1,484,0
NE,1,485,0
NE,1,486,0
NE,1,487,0
NE,1,488,0
NE,1,489,0
NE,1,490,1
NE,1,491,0
NE,1,492,0
NE,1,493,1
NE,1,494,0
NE,1,495,0
NE,1,496,0
NE,1,497,0
NE,1,498,0
NE,1,499,0
NE,1,500,1
NE,1,501,0
NE,1,502,1
NE,1,503,0
NE,1,504,1
NE,1,505,0
NE,1,506,0
NE,1,507,1
NE,1,508,0
NE,1,509,0
NE,1,510,0
NE,1,511,0
NE,1,512,0
NE,1,513,0
NE,1,514,0
NE,1,515,1
NE,1,516,1
NE,1,517,1
NE,1,518,1
NE,1,519,0
NE,1,520,1
NE,1,521,0
NE,1,522,0
NE,1,523,0
NE,1,524,0
NE,1,525,0
NE,1,526,1
NE,1,527,0
NE,1,528,0
NE,1,529,1
NE,1,530,0
NE,1,531,1
NE,1,532,0
NE,1,533,0
NE,1,534,0
NE,1,535,1
NE,1,536,0
NE,1,537,0
NE,1,538,0
NE,1,539,0
NE,1,540,0
NE,1,541,1
NE,1,542,0
NE,1,543,0
NE,1,544,1
NE,1,545,0
NE,1,546,1
NE,1,547,0
NE,1,548,0
NE,1,549,1
NE,1,550,1
NE,1,551,0
NE,1,552,0
NE,1,553,0
NE,1,554,1
NE,1,555,0
NE,1,556,1
NE,1,557,0
NE,1,558,0
NE,1,559,0
NE,1,560,0
NE,1,561,0
NE,1,562,1
NE,1,563,1
NE,1,564,0
NE,1,565,1
NE,1,566,0
NE,1,567,0
NE,1,568,0
NE,1,569,1
NE,1,570,1
NE,1,571,0
NE,1,572,0
NE,1,573,0
NE,1,574,0
NE,1,575,1
NE,1,576,1
NE,1,577,0
NE,1,578,0
NE,1,579,0
NE,1,580,0
NE,1,581,1
NE,1,582,0
NE,1,583,0
NE,1,584,0
NE,1,585,0
NE,1,586,0
NE,1,587,0
NE,1,588,0
NE,1,589,0
NE,1,590,0
NE,1,591,1
NE,1,592,0
NE,1,593,0
NE,1,594,0
NE,1,595,0
NE,1,596,0
NE,1,597,1
NE,1,598,0
NE,1,599,0
NE,1,600,0
NE,1,601,0
NE,1,602,0
NE,1,603,1
NE,1,604,1
NE,1,605,1
NE,1,606,1
NE,1,607,0
NE,1,608,0
NE,1,609,0
NE,1,610,0
NE,1,611,0
NE,1,612,0
NE,1,613,0
NE,1,614,0
NE,1,615,0
NE,1,616,0
NE,1,617,1
NE,1,618,0
NE,1,619,1
NE,1,620,0
NE,1,621,0
NE,1,622,0
NE,1,623,0
NE,1,624,0
NE,1,625,1
NE,1,626,0
NE,1,627,0
NE,1,628,1
NE,1,629,0
NE,1,630,1
NE,1,631,0
NE,1,632,1
NE,1,633,0
NE,1,634,0
NE,1,635,1
NE,1,636,0
NE,1,637,1
NE,1,638,1
NE,1,639,0
NE,1,640,1
NE,1,641,0
NE,1,642,0
NE,1,643,0
NE,1,644,0
NE,1,645,0
NE,1,646,1
NE,1,647,0
NE,1,648,1
NE,1,649,0
NE,1,650,0
NE,1,651,0
NE,1,652,1
NE,1,653,1
NE,1,654,0
NE,1,655,0
NE,1,656,0
NE,1,657,0
NE,1,658,1
NE,1,659,0
NE,1,660,0
NE,1,661,1
NE,1,662,1
NE,1,663,0
NE,1,664,0
NE,1,665,0
NE,1,666,0
NE,1,667,0
NE,1,668,0
NE,1,669,0
NE,1,670,0
NE,1,671,0
NE,1,672,0
NE,1,673,1
NE,1,674,0
NE,1,675,0
NE,1,676,0
NE,1,677,1
NE,1,678,0
NE,1,679,1
NE,1,680,0
NE,1,681,0
NE,1,682,0
NE,1,683,0
NE,1,684,1
NE,1,685,1
NE,1,686,0
NE,1,687,1
NE,1,688,0
NE,1,689,0
NE,1,690,0
NE,1,691,0
NE,1,692,0
NE,1,693,0
NE,1,694,1
NE,1,695,0
NE,1,696,0
NE,1,697,0
NE,1,698,0
NE,1,699,0
NE,1,700,0
NE,1,701,0
NE,1,702,1
NE,1,703,1
NE,1,704,1
NE,1,705,0
NE,1,706,0
NE,1,707,0
NE,1,708,1
NE,1,709,0
NE,1,710,1
NE,1,711,0
NE,1,712,1
NE,1,713,0
NE,1,714,0
NE,1,715,0
NE,1,716,0
NE,1,717,0
NE,1,718,0
NE,1,719,1
NE,1,720,1
NE,1,721,1
NE,1,722,0
NE,1,723,0
NE,1,724,0
NE,1,725,0
NE,1,726,0
NE,1,727,0
NE,1,728,0
NE,1,729,0
NE,1,730,0
NE,1,731,0
NE,1,732,0
NE,1,733,0
NE,1,734,0
NE,1,735,1
NE,1,736,0
NE,1,737,0
NE,1,738,0
NE,1,739,0
NE,1,740,1
NE,1,741,1
NE,1,742,0
NE,1,743,0
NE,1,744,0
NE,1,745,0
NE,1,746,0
NE,1,747,1
NE,1,748,1
NE,1,749,0
NE,1,750,0
NE,1,751,0
NE,1,752,0
NE,1,753,0
NE,1,754,0
NE,1,755,1
NE,1,756,0
NE,1,757,0
NE,1,758,0
NE,1,759,0
NE,1,760,0
NE,1,761,0
NE,1,762,0
NE,1,763,0
NE,1,764,0
NE,1,765,0
NE,1,766,1
NE,1,767,1
NE,1,768,0
NE,1,769,0
NE,1,770,0
NE,1,771,0
NE,1,772,0
NE,1,773,0
NE,1,774,0
NE,1,775,0
NE,1,776,0
NE,1,777,1
NE,1,778,0
NE,1,779,0
NE,1,780,0
NE,1,781,1
NE,1,782,1
NE,1,783,0
NE,1,784,0
NE,1,785,0
NE,1,786,0
NE,1,787,0
NE,1,788,0
NE,1,789,1
NE,1,790,1
NE,1,791,0
NE,1,792,0
NE,1,793,0
NE,1,794,1
NE,1,795,0
NE,1,796,0
NE,1,797,0
NE,1,798,0
NE,1,799,0
NE,1,800,0
NE,1,801,0
NE,1,802,1
NE,1,803,0
NE,1,804,0
NE,1,805,0
NE,1,806,0
NE,1,807,0
NE,1,808,0
NE,1,809,0
NE,1,810,1
NE,1,811,0
NE,1,812,0
NE,1,813,1
NE,1,814,0
NE,1,815,0
NE,1,816,1
NE,1,817,0
NE,1,818,1
NE,1,819,1
NE,1,820,0
NE,1,821,1
NE,1,822,0
NE,1,823,0
NE,1,824,0
NE,1,825,0
NE,1,826,0
NE,1,827,0
NE,1,828,0
NE,1,829,0
NE,1,830,0
NE,1,831,0
NE,1,832,1
NE,1,833,0
NE,1,834,0
NE,1,835,0
NE,1,836,0
NE,1,837,1
NE,1,838,1
NE,1,839,0
NE,1,840,0
NE,1,841,0
NE,1,842,1
NE,1,843,0
NE,1,844,0
NE,1,845,0
NE,1,846,0
NE,1,847,1
NE,1,848,1
NE,1,849,0
NE,1,850,0
NE,1,851,1
NE,1,852,0
NE,1,853,0
NE,1,854,1
NE,1,855,0
NE,1,856,1
NE,1,857,0
NE,1,858,0
NE,1,859,0
NE,1,860,0
NE,1,861,1
NE,1,862,0
NE,1,863,0
NE,1,864,0
NE,1,865,0
NE,1,866,0
NE,1,867,0
NE,1,868,0
NE,1,869,0
NE,1,870,0
NE,1,871,0
NE,1,872,0
NE,1,873,0
NE,1,874,0
NE,1,875,0
NE,1,876,0
NE,1,877,0
NE,1,878,1
NE,1,879,0
NE,1,880,1
NE,1,881,0
NE,1,882,0
NE,1,883,0
NE,1,884,0
NE,1,885,0
NE,1,886,1
NE,1,887,1
NE,1,888,0
NE,1,889,0
NE,1,890,0
NE,1,891,1
NE,1,892,0
NE,1,893,1
NE,1,894,0
NE,1,895,1
NE,1,896,0
NE,1,897,0
NE,1,898,1
NE,1,899,0
NE,1,900,1
NE,1,901,0
NE,1,902,1
NE,1,903,0
NE,1,904,0
NE,1,905,0
NE,1,906,0
NE,1,907,0
NE,1,908,0
NE,1,909,1
NE,1,910,1
NE,1,911,0
NE,1,912,0
NE,1,913,0
NE,1,914,1
NE,1,915,0
NE,1,916,0
NE,1,917,1
NE,1,918,0
NE,1,919,1
NE,1,920,0
NE,1,921,0
NE,1,922,1
NE,1,923,0
NE,1,924,0
NE,1,925,0
NE,1,926,1
NE,1,927,1
NE,1,928,0
NE,1,929,0
NE,1,930,0
NE,1,931,1
NE,1,932,0
NE,1,933,0
NE,1,934,0
NE,1,935,0
NE,1,936,0
NE,1,937,0
NE,1,938,0
NE,1,939,1
NE,1,940,0
NE,1,941,1
NE,1,942,0
NE,1,943,1
NE,1,944,0
NE,1,945,0
NE,1,946,1
NE,1,947,0
NE,1,948,0
NE,1,949,0
NE,1,950,0
NE,1,951,0
NE,1,952,0
NE,1,953,0
NE,1,954,0
NE,1,955,0
NE,1,956,0
NE,1,957,0
NE,1,958,0
NE,1,959,1
NE,1,960,1
NE,1,961,1
NE,1,962,0
NE,1,963,0
NE,1,964,1
NE,1,965,0
NE,1,966,0
NE,1,967,0
NE,1,968,0
NE,1,969,0
NE,1,970,0
NE,1,971,1
NE,1,972,0
NE,1,973,0
NE,1,974,0
NE,1,975,0
NE,1,976,1
NE,1,977,0
NE,1,978,0
NE,1,979,0
NE,1,980,0
NE,1,981,0
NE,1,982,0
NE,1,983,0
NE,1,984,0
NE,1,985,0
NE,1,986,0
NE,1,987,1
NE,1,988,0
NE,1,989,0
NE,1,990,1
NE,1,991,1
NE,1,992,0
NE,1,993,0
NE,1,994,0
NE,1,995,0
NE,1,996,0
NE,1,997,0
NE,1,998,0
NE,1,999,0
NE,1,1000,1
NE,1,1001,0
NE,1,1002,0
NE,1,1003,1
NE,1,1004,1
NE,1,1005,0
NE,1,1006,1
NE,1,1007,0
NE,1,1008,1
NE,1,1009,0
NE,1,1010,0
NE,1,1011,1
NE,1,1012,0
NE,1,1013,0
NE,1,1014,1
NE,1,1015,0
NE,1,1016,0
NE,1,1017,1
NE,1,1018,1
NE,1,1019,0
NE,1,1020,1
NE,1,1021,0
NE,1,1022,0
NE,1,1023,1
NE,1,1024,0
NE,1,1025,0
NE,1,1026,1
NE,1,1027,1
NE,1,1028,0
NE,1,1029,0
NE,1,1030,1
NE,1,1031,1
NE,1,1032,0
NE,1,1033,0
NE,1,1034,0
NE,1,1035,0
NE,1,1036,0
NE,1,1037,1
NE,1,1038,0
NE,1,1039,0
NE,1,1040,0
NE,1,1041,1
NE,1,1042,1
NE,1,1043,1
NE,1,1044,0
NE,1,1045,0
NE,1,1046,0
NE,1,1047,0
NE,1,1048,0
NE,1,1049,1
NE,1,1050,0
NE,1,1051,0
NE,1,1052,0
NE,1,1053,1
NE,1,1054,0
NE,1,1055,0
NE,1,1056,0
NE,1,1057,0
NE,1,1058,0
NE,1,1059,0
NE,1,1060,0
NE,1,1061,1
NE,1,1062,0
NE,1,1063,0
NE,1,1064,0
NE,1,1065,1
NE,1,1066,1
NE,1,1067,0
NE,1,1068,0
NE,1,1069,1
NE,1,1070,0
NE,1,1071,0
NE,1,1072,1
NE,1,1073,0
NE,1,1074,0
NE,1,1075,0
NE,1,1076,1
NE,1,1077,0
NE,1,1078,0
NE,1,1079,0
NE,1,1080,0
NE,1,1081,0
NE,1,1082,1
NE,1,1083,1
NE,1,1084,0
NE,1,1085,0
NE,1,1086,0
NE,1,1087,0
NE,1,1088,1
NE,1,1089,0
NE,1,1090,0
NE,1,1091,0
NE,1,1092,1
NE,1,1093,0
NE,1,1094,1
NE,1,1095,0
NE,1,1096,0
NE,1,1097,0
NE,1,1098,0
NE,1,1099,1
NE,1,1100,0
NE,1,1101,0
NE,1,1102,0
NE,1,1103,0
NE,1,1104,0
NE,1,1105,1
NE,1,1106,0
NE,1,1107,1
NE,1,1108,0
NE,1,1109,0
NE,1,1110,0
NE,1,1111,0
NE,1,1112,0
NE,1,1113,0
NE,1,1114,0
NE,1,1115,0
NE,1,1116,0
NE,1,1117,1
NE,1,1118,1
NE,1,1119,0
NE,1,1120,1
NE,1,1121,0
NE,1,1122,1
NE,1,1123,0
NE,1,1124,0
NE,1,1125,0
NE,1,1126,0
NE,1,1127,0
NE,1,1128,0
NE,1,1129,0
NE,1,1130,1
NE,1,1131,0
NE,1,1132,0
NE,1,1133,1
NE,1,1134,0
NE,1,1135,0
NE,1,1136,0
NE,1,1137,0
NE,1,1138,0
NE,1,1139,0
NE,1,1140,1
NE,1,1141,0
NE,1,1142,0
NE,1,1143,0
NE,1,1144,0
NE,1,1145,0
NE,1,1146,0
NE,1,1147,0
NE,1,1148,0
NE,1,1149,0
NE,1,1150,0
NE,1,1151,0
NE,1,1152,0
NE,1,1153,0
NE,1,1154,0
NE,1,1155,0
NE,1,1156,0
NE,1,1157,0
NE,1,1158,0
NE,1,1159,0
NE,1,1160,0
NE,1,1161,1
NE,1,1162,0
NE,1,1163,0
NE,1,1164,0
NE,1,1165,1
NE,1,1166,0
NE,1,1167,1
NE,1,1168,0
NE,1,1169,0
NE,1,1170,1
NE,1,1171,0
NE,1,1172,1
NE,1,1173,0
NE,1,1174,1
NE,1,1175,0
NE,1,1176,0
NE,1,1177,0
NE,1,1178,0
NE,1,1179,0
NE,1,1180,0
NE,1,1181,1
NE,1,1182,1
NE,1,1183,1
NE,1,1184,0
NE,1,1185,0
NE,1,1186,1
NE,1,1187,0
NE,1,1188,0
NE,1,1189,0
NE,1,1190,0
NE,1,1191,0
NE,1,1192,0
NE,1,1193,0
NE,1,1194,1
NE,1,1195,0
NE,1,1196,0
NE,1,1197,0
NE,1,1198,0
NE,1,1199,0
NE,1,1200,0
NE,1,1201,1
NE,1,1202,0
NE,1,1203,1
NE,1,1204,1
NE,1,1205,1
NE,1,1206,0
NE,1,1207,0
NE,1,1208,1
NE,1,1209,0
NE,1,1210,1
NE,1,1211,0
NE,1,1212,0
NE,1,1213,0
NE,1,1214,1
NE,1,1215,0
NE,1,1216,0
NE,1,1217,0
NE,1,1218,0
NE,1,1219,1
NE,1,1220,0
NE,1,1221,0
NE,1,1222,1
NE,1,1223,0
NE,1,1224,0
NE,1,1225,0
NE,1,1226,0
NE,1,1227,1
NE,1,1228,1
NE,1,1229,0
NE,1,1230,0
NE,1,1231,0
NE,1,1232,0
NE,1,1233,0
NE,1,1234,0
NE,1,1235,0
NE,1,1236,1
NE,1,1237,0
NE,1,1238,0
NE,1,1239,1
NE,1,1240,0
NE,1,1241,0
NE,1,1242,1
NE,1,1243,0
NE,1,1244,0
NE,1,1245,0
NE,1,1246,0
NE,1,1247,0
NE,1,1248,0
NE,1,1249,1
NE,1,1250,0
NE,1,1251,0
NE,1,1252,0
NE,1,1253,0
NE,1,1254,1
NE,1,1255,0
NE,1,1256,0
NE,1,1257,0
NE,1,1258,0
NE,1,1259,0
NE,1,1260,0
NE,1,1261,1
NE,1,1262,0
NE,1,1263,1
NE,1,1264,1
NE,1,1265,0
NE,1,1266,0
NE,1,1267,0
NE,1,1268,0
NE,1,1269,1
NE,1,1270,0
NE,1,1271,0
NE,1,1272,0
NE,1,1273,1
NE,1,1274,1
NE,1,1275,0
NE,1,1276,1
NE,1,1277,0
NE,1,1278,1
NE,1,1279,0
NE,1,1280,0
NE,1,1281,1
NE,1,1282,0
NE,1,1283,1
NE,1,1284,0
NE,1,1285,0
NE,1,1286,0
NE,1,1287,1
NE,1,1288,0
NE,1,1289,0
NE,1,1290,0
NE,1,1291,0
NE,1,1292,0
NE,1,1293,1
NE,1,1294,1
NE,1,1295,0
NE,1,1296,0
NE,1,1297,0
NE,1,1298,0
NE,1,1299,0
NE,1,1300,0
NE,1,1301,0
NE,1,1302,0
NE,1,1303,0
NE,1,1304,0
NE,1,1305,0
NE,1,1306,0
NE,1,1307,0
NE,1,1308,0
NE,1,1309,0
NE,1,1310,0
NE,1,1311,1
NE,1,1312,0
NE,1,1313,1
NE,1,1314,0
NE,1,1315,0
NE,1,1316,0
NE,1,1317,0
NE,1,1318,1
NE,1,1319,1
NE,1,1320,0
NE,1,1321,1
NE,1,1322,1
NE,1,1323,0
NE,1,1324,1
NE,1,1325,0
NE,1,1326,1
NE,1,1327,0
NE,1,1328,0
NE,1,1329,0
NE,1,1330,1
NE,1,1331,0
NE,1,1332,1
NE,1,1333,1
NE,1,1334,0
NE,1,1335,1
NE,1,1336,1
NE,1,1337,0
NE,1,1338,0
NE,1,1339,0
NE,1,1340,0
NE,1,1341,0
NE,1,1342,0
NE,1,1343,1
NE,1,1344,0
NE,1,1345,0
NE,1,1346,0
NE,1,1347,0
NE,1,1348,1
NE,1,1349,1
NE,1,1350,0
NE,1,1351,0
NE,1,1352,0
NE,1,1353,1
NE,1,1354,0
NE,1,1355,0
NE,1,1356,1
NE,1,1357,0
NE,1,1358,0
NE,1,1359,0
NE,1,1360,0
NE,1,1361,0
NE,1,1362,0
NE,1,1363,1
NE,1,1364,0
NE,1,1365,1
NE,1,1366,1
NE,1,1367,0
NE,1,1368,1
NE,1,1369,0
NE,1,1370,0
NE,1,1371,0
NE,1,1372,0
NE,1,1373,1
NE,1,1374,1
NE,1,1375,0
NE,1,1376,0
NE,1,1377,0
NE,1,1378,1
NE,1,1379,0
NE,1,1380,0
NE,1,1381,0
NE,1,1382,0
NE,1,1383,0
NE,1,1384,0
NE,1,1385,0
NE,1,1386,0
NE,1,1387,1
NE,1,1388,1
NE,1,1389,0
NE,1,1390,0
NE,1,1391,0
NE,1,1392,1
NE,1,1393,0
NE,1,1394,0
NE,1,1395,1
NE,1,1396,0
NE,1,1397,0
NE,1,1398,0
NE,1,1399,0
NE,1,1400,0
NE,1,1401,1
NE,1,1402,0
NE,1,1403,0
NE,1,1404,0
NE,1,1405,0
NE,1,1406,1
NE,1,1407,1
NE,1,1408,1
NE,1,1409,1
NE,1,1410,0
NE,1,1411,0
NE,1,1412,0
NE,1,1413,0
NE,1,1414,0
NE,1,1415,0
NE,1,1416,1
NE,1,1417,0
NE,1,1418,0
NE,1,1419,0
NE,1,1420,0
NE,1,1421,0
NE,1,1422,0
NE,1,1423,1
NE,1,1424,0
NE,1,1425,0
NE,1,1426,0
NE,1,1427,0
NE,1,1428,0
NE,1,1429,0
NE,1,1430,0
NE,1,1431,0
NE,1,1432,0
NE,1,1433,1
NE,1,1434,0
NE,1,1435,1
NE,1,1436,1
NE,1,1437,1
NE,1,1438,0
NE,1,1439,1
NE,1,1440,0
NE,1,1441,1
NE,1,1442,0
NE,1,1443,0
NE,1,1444,0
NE,1,1445,1
NE,1,1446,0
NE,1,1447,0
NE,1,1448,0
NE,1,1449,1
NE,1,1450,1
NE,1,1451,0
NE,1,1452,0
NE,1,1453,0
NE,1,1454,0
NE,1,1455,1
NE,1,1456,1
NE,1,1457,1
NE,1,1458,1
NE,1,1459,1
NE,1,1460,1
NE,1,1461,0
NE,1,1462,1
NE,1,1463,0
NE,1,1464,0
NE,1,1465,1
NE,1,1466,0
NE,1,1467,1
NE,1,1468,1
NE,1,1469,0
NE,1,1470,1
NE,1,1471,1
NE,1,1472,1
NE,1,1473,0
NE,1,1474,0
NE,1,1475,0
NE,1,1476,0
NE,1,1477,0
NE,1,1478,0
NE,1,1479,0
NE,1,1480,1
NE,1,1481,0
NE,1,1482,1
NE,1,1483,1
NE,1,1484,0
NE,1,1485,0
NE,1,1486,1
NE,1,1487,0
NE,1,1488,0
NE,1,1489,0
NE,1,1490,0
NE,1,1491,0
NE,1,1492,1
NE,1,1493,0
NE,1,1494,0
NE,1,1495,1
NE,1,1496,0
NE,1,1497,1
